,time,value
230,17:43:52,99
231,17:43:57,98
232,17:44:02,95
233,17:44:07,93
234,17:44:12,89
235,17:44:17,88
236,17:44:22,88
237,17:44:37,88
238,17:44:42,91
239,17:44:47,94
240,17:44:52,96
241,17:44:57,99
242,17:45:02,101
243,17:45:07,102
244,17:45:12,106
245,17:45:17,107
246,17:45:32,107
247,17:45:37,106
248,17:45:42,109
249,17:45:47,110
250,17:45:52,111
251,17:45:57,112
252,17:46:02,116
253,17:46:09,116
254,17:46:19,115
255,17:46:29,118
256,17:46:39,119
257,17:46:54,116
258,17:46:59,111
259,17:47:04,115
260,17:47:09,116
261,17:47:14,118
262,17:47:24,119
263,17:47:29,118
264,17:47:39,117
265,17:47:44,114
266,17:47:51,117
267,17:47:56,121
268,17:48:01,122
269,17:48:06,120
270,17:48:11,117
271,17:48:16,114
272,17:48:21,111
273,17:48:26,108
274,17:48:31,104
275,17:48:36,102
276,17:48:41,104
277,17:48:46,106
278,17:48:51,105
279,17:48:56,103
280,17:49:01,100
281,17:49:06,99
282,17:49:11,98
283,17:49:16,95
284,17:49:21,94
285,17:49:31,95
286,17:49:41,92
287,17:49:46,87
288,17:49:51,84
289,17:49:56,83
290,17:50:06,81
291,17:50:11,80
292,17:50:21,79
293,17:50:26,75
294,17:50:31,73
295,17:50:36,74
296,17:50:41,75
297,17:50:46,76
298,17:50:51,77
299,17:50:56,76
300,17:51:01,77
301,17:51:06,78
302,17:51:11,79
303,17:51:16,80
304,17:51:21,81
305,17:51:36,82
306,17:51:41,83
307,17:51:46,82
308,17:52:01,79
309,17:52:06,77
310,17:52:21,78
311,17:52:26,79
312,17:52:36,78
313,17:52:41,77
314,17:52:46,78
315,17:52:51,80
316,17:52:56,81
317,17:53:01,82
318,17:53:06,81
319,17:53:16,82
320,17:53:21,85
321,17:53:26,86
322,17:53:31,88
323,17:53:36,87
324,17:53:41,85
325,17:53:46,84
326,17:53:51,85
327,17:53:56,86
328,17:54:06,85
329,17:54:16,87
330,17:54:21,88
331,17:54:26,87
332,17:54:31,85
333,17:54:36,84
334,17:54:41,85
335,17:54:51,87
336,17:55:01,88
337,17:55:06,89
338,17:55:11,90
339,17:55:16,91
340,17:55:26,89
341,17:55:31,88
342,17:55:36,83
343,17:55:51,85
344,17:55:56,86
345,17:56:01,87
346,17:56:11,88
347,17:56:16,88
348,17:56:21,89
349,17:56:31,92
350,17:56:36,94
351,17:56:41,92
352,17:56:46,88
353,17:56:51,85
354,17:57:01,86
355,17:57:16,87
356,17:57:26,88
357,17:57:31,89
358,17:57:36,88
359,17:57:41,87
360,17:57:51,88
361,17:58:06,88
362,17:58:16,89
363,17:58:21,91
364,17:58:36,89
365,17:58:40,90
366,17:58:45,93
367,17:58:50,95
368,17:58:55,97
369,17:59:05,95
370,17:59:10,94
371,17:59:15,94
372,17:59:20,95
373,17:59:25,98
374,17:59:30,102
375,17:59:35,103
376,17:59:40,101
377,17:59:45,100
378,17:59:50,101
379,17:59:55,98
380,18:00:00,100
381,18:00:05,102
382,18:00:10,101
383,18:00:15,98
384,18:00:20,96
385,18:00:25,97
386,18:00:30,99
387,18:00:35,100
388,18:00:40,105
389,18:00:45,104
390,18:00:50,103
391,18:00:55,104
392,18:01:00,104
393,18:01:05,105
394,18:01:15,105
395,18:01:20,106
396,18:01:35,108
397,18:01:45,104
398,18:01:50,104
399,18:02:00,105
400,18:02:05,106
401,18:02:10,107
402,18:02:15,103
403,18:02:20,100
404,18:02:25,98
405,18:02:40,98
406,18:02:45,100
407,18:02:50,103
408,18:02:55,104
409,18:03:00,102
410,18:03:05,100
411,18:03:10,97
412,18:03:15,80
413,18:03:20,75
414,18:03:25,76
415,18:03:30,76
416,18:03:35,75
417,18:03:40,76
418,18:03:50,74
419,18:04:00,77
420,18:04:05,82
421,18:04:20,84
422,18:04:25,85
423,18:04:30,86
424,18:04:40,85
425,18:04:50,83
426,18:05:05,84
427,18:05:10,83
428,18:05:20,82
429,18:05:25,81
430,18:05:30,80
431,18:05:35,79
432,18:05:40,78
433,18:05:55,79
434,18:06:05,80
435,18:06:10,82
436,18:06:15,81
437,18:06:30,81
438,18:06:35,80
439,18:06:50,79
440,18:07:00,78
441,18:07:05,77
442,18:07:15,75
443,18:07:25,75
444,18:07:30,75
445,18:07:45,75
446,18:07:50,74
447,18:08:00,76
448,18:08:05,77
449,18:08:20,77
450,18:08:35,77
451,18:08:45,78
452,18:09:00,78
453,18:09:15,78
454,18:09:25,73
455,18:09:40,73
456,18:09:45,75
457,18:09:55,76
458,18:10:10,76
459,18:10:20,74
460,18:10:25,73
461,18:10:35,73
462,18:10:40,74
463,18:10:50,77
464,18:10:55,79
465,18:11:10,78
466,18:11:15,77
467,18:11:30,78
468,18:11:45,78
469,18:11:50,77
470,18:11:55,75
471,18:12:00,75
472,18:12:15,76
473,18:12:20,77
474,18:12:35,78
475,18:12:40,79
476,18:12:50,78
477,18:12:55,73
478,18:13:05,76
479,18:13:10,77
480,18:13:20,77
481,18:13:25,78
482,18:13:40,79
483,18:13:45,78
484,18:13:54,78
485,18:13:59,79
486,18:14:04,81
487,18:14:09,82
488,18:14:23,82
489,18:14:38,82
490,18:14:53,82
491,18:14:58,81
492,18:15:03,77
493,18:15:08,77
494,18:15:23,78
495,18:15:28,79
496,18:15:33,78
497,18:15:38,76
498,18:15:48,75
499,18:15:58,73
500,18:16:03,72
501,18:16:08,74
502,18:16:23,74
503,18:16:33,75
504,18:16:38,76
505,18:16:48,76
506,18:16:53,75
507,18:16:58,75
508,18:17:13,75
509,18:17:18,76
510,18:17:23,77
511,18:17:38,77
512,18:17:43,79
513,18:17:48,81
514,18:17:58,80
515,18:18:03,79
516,18:18:08,78
517,18:18:13,77
518,18:18:18,77
519,18:18:33,77
520,18:18:48,77
521,18:19:03,77
522,18:19:08,78
523,18:19:13,79
524,18:19:18,79
525,18:19:33,80
526,18:19:38,79
527,18:19:48,78
528,18:19:58,79
529,18:20:13,80
530,18:20:18,78
531,18:20:23,77
532,18:20:28,78
533,18:20:38,79
534,18:20:43,80
535,18:20:48,80
536,18:21:03,80
537,18:21:08,79
538,18:21:23,79
539,18:21:38,79
540,18:21:48,78
541,18:21:53,80
542,18:21:58,81
543,18:22:08,80
544,18:22:13,79
545,18:22:18,77
546,18:22:23,75
547,18:22:28,75
548,18:22:38,76
549,18:22:48,77
550,18:22:58,76
551,18:23:03,74
552,18:23:08,73
553,18:23:18,74
554,18:23:23,75
555,18:23:28,77
556,18:23:33,79
557,18:23:38,79
558,18:23:53,82
559,18:24:08,82
560,18:24:23,82
561,18:24:33,83
562,18:24:38,84
563,18:24:43,79
564,18:24:48,77
565,18:24:58,75
566,18:25:03,75
567,18:25:18,75
568,18:25:23,76
569,18:25:28,76
570,18:25:33,77
571,18:25:38,78
572,18:25:43,80
573,18:25:48,80
574,18:26:03,81
575,18:26:08,82
576,18:26:13,81
577,18:26:23,80
578,18:26:28,79
579,18:26:43,79
580,18:26:48,80
581,18:26:53,81
582,18:26:58,83
583,18:27:03,86
584,18:27:13,85
585,18:27:18,86
586,18:27:28,85
587,18:27:33,84
588,18:27:38,83
589,18:27:48,82
590,18:28:03,83
591,18:28:08,82
592,18:28:13,84
593,18:28:18,86
594,18:28:28,82
595,18:28:33,81
596,18:28:38,83
597,18:28:43,82
598,18:28:48,81
599,18:28:58,80
600,18:29:03,79
601,18:29:08,78
602,18:29:13,72
603,18:29:18,72
604,18:29:28,76
605,18:29:33,77
606,18:29:48,76
607,18:29:53,75
608,18:29:58,74
609,18:30:03,73
610,18:30:18,73
611,18:30:33,73
612,18:30:43,74
613,18:30:58,73
614,18:31:08,74
615,18:31:23,74
616,18:31:38,75
617,18:31:53,74
618,18:32:08,72
619,18:32:13,72
620,18:32:18,73
621,18:32:23,74
622,18:32:28,73
623,18:32:33,73
624,18:32:38,74
625,18:32:53,74
626,18:33:08,74
627,18:33:23,75
628,18:33:28,74
629,18:33:33,73
630,18:33:43,74
631,18:33:48,74
632,18:34:03,74
633,18:34:08,75
634,18:34:23,75
635,18:34:38,76
636,18:34:48,74
637,18:34:53,74
638,18:34:58,75
639,18:35:13,76
640,18:35:18,79
641,18:35:28,78
642,18:35:33,76
643,18:35:38,75
644,18:35:43,76
645,18:35:58,76
646,18:36:03,77
647,18:36:08,78
648,18:36:13,79
649,18:36:23,78
650,18:36:28,78
651,18:36:43,73
652,18:36:48,72
653,18:36:53,70
654,18:37:03,71
655,18:37:08,73
656,18:37:23,73
657,18:37:28,74
658,18:37:33,75
659,18:37:38,75
660,18:37:43,74
661,18:37:48,75
662,18:38:03,76
663,18:38:08,79
664,18:38:13,81
665,18:38:23,80
666,18:38:28,79
667,18:38:33,77
668,18:38:43,78
669,18:38:48,80
670,18:38:53,80
671,18:38:58,79
672,18:39:03,78
673,18:39:13,77
674,18:39:18,76
675,18:39:23,77
676,18:39:28,79
677,18:39:33,80
678,18:39:48,80
679,18:39:58,80
680,18:40:13,80
681,18:40:18,79
682,18:40:33,79
683,18:40:38,80
684,18:40:43,81
685,18:40:48,82
686,18:40:58,81
687,18:41:03,80
688,18:41:08,79
689,18:41:13,78
690,18:41:23,79
691,18:41:33,79
692,18:41:43,80
693,18:41:48,81
694,18:41:53,78
695,18:42:08,78
696,18:42:18,79
697,18:42:28,78
698,18:42:38,77
699,18:42:53,77
700,18:42:58,77
701,18:43:08,78
702,18:43:13,77
703,18:43:18,77
704,18:43:23,74
705,18:43:28,73
706,18:43:33,72
707,18:43:38,75
708,18:43:43,77
709,18:43:58,77
710,18:44:13,76
711,18:44:28,76
712,18:44:38,75
713,18:44:43,74
714,18:44:53,75
715,18:44:58,76
716,18:45:09,76
717,18:45:24,75
718,18:45:34,78
719,18:45:39,80
720,18:45:44,82
721,18:45:49,83
722,18:45:54,79
723,18:45:59,78
724,18:46:14,77
725,18:46:19,78
726,18:46:24,79
727,18:46:29,80
728,18:46:34,81
729,18:46:49,80
730,18:47:04,79
731,18:47:14,80
732,18:47:19,82
733,18:47:24,83
734,18:47:39,83
735,18:47:54,85
736,18:47:59,83
737,18:48:04,82
738,18:48:09,80
739,18:48:14,79
740,18:48:24,80
741,18:48:29,81
742,18:48:34,80
743,18:48:39,79
744,18:48:54,80
745,18:48:59,82
746,18:49:09,81
747,18:49:14,82
748,18:49:29,81
749,18:49:34,79
750,18:49:39,78
751,18:49:54,78
752,18:50:04,78
753,18:50:14,81
754,18:50:19,83
755,18:50:29,84
756,18:50:34,85
757,18:50:39,86
758,18:50:44,85
759,18:50:54,86
760,18:50:59,87
761,18:51:04,86
762,18:51:14,87
763,18:51:29,87
764,18:51:44,87
765,18:51:54,88
766,18:51:59,87
767,18:52:14,87
768,18:52:19,86
769,18:52:24,85
770,18:52:29,85
771,18:52:34,86
772,18:52:39,85
773,18:52:44,86
774,18:52:49,87
775,18:52:59,89
776,18:53:09,88
777,18:53:24,87
778,18:53:29,86
779,18:53:34,85
780,18:53:39,88
781,18:53:44,89
782,18:53:49,88
783,18:54:04,87
784,18:54:14,88
785,18:54:19,89
786,18:54:34,89
787,18:54:39,88
788,18:54:44,87
789,18:54:54,86
790,18:55:04,87
791,18:55:09,86
792,18:55:14,85
793,18:55:19,87
794,18:55:29,89
795,18:55:34,95
796,18:55:39,98
797,18:55:44,100
798,18:55:49,101
799,18:55:54,102
800,18:55:59,105
801,18:56:04,112
802,18:56:09,116
803,18:56:14,115
804,18:56:19,114
805,18:56:29,116
806,18:56:34,114
807,18:56:39,113
808,18:56:44,114
809,18:56:49,115
810,18:56:54,114
811,18:56:59,111
812,18:57:04,109
813,18:57:09,104
814,18:57:14,102
815,18:57:19,99
816,18:57:24,96
817,18:57:29,97
818,18:57:34,100
819,18:57:44,100
820,18:57:49,104
821,18:57:54,110
822,18:57:59,112
823,18:58:04,114
824,18:58:09,116
825,18:58:19,117
826,18:58:29,121
827,18:58:34,126
828,18:58:49,125
829,18:58:54,124
830,18:58:59,123
831,18:59:09,120
832,18:59:14,121
833,18:59:24,120
834,18:59:29,119
835,18:59:39,117
836,18:59:44,120
837,18:59:49,126
838,18:59:54,128
839,18:59:59,128
840,19:00:04,125
841,19:00:09,119
842,19:00:12,119
843,19:00:15,119
844,19:00:18,125
845,19:00:21,125
846,19:00:23,123
847,19:00:26,123
848,19:00:28,124
849,19:00:31,124
850,19:00:33,131
851,19:00:36,131
852,19:00:39,131
853,19:00:42,131
854,19:00:45,131
855,19:00:48,129
856,19:00:51,129
857,19:00:53,128
858,19:00:56,128
859,19:00:58,127
860,19:01:01,127
861,19:01:03,125
862,19:01:06,125
863,19:01:08,122
864,19:01:11,122
865,19:01:13,118
866,19:01:16,118
867,19:01:18,116
868,19:01:19,116
869,19:01:22,116
870,19:01:23,117
871,19:01:26,117
872,19:01:29,117
873,19:01:32,117
874,19:01:33,118
875,19:01:36,118
876,19:01:39,118
877,19:01:42,118
878,19:01:43,119
879,19:01:46,118
880,19:01:48,117
881,19:01:51,117
882,19:01:54,117
883,19:01:57,117
884,19:02:00,117
885,19:02:03,118
886,19:02:06,117
887,19:02:08,118
888,19:02:11,118
889,19:02:14,118
890,19:02:23,124
891,19:02:28,123
892,19:02:33,127
893,19:02:38,124
894,19:02:43,121
895,19:02:48,118
896,19:02:53,116
897,19:02:58,117
898,19:03:03,118
899,19:03:08,120
900,19:03:13,119
901,19:03:18,116
902,19:03:23,115
903,19:03:28,111
904,19:03:33,110
905,19:03:43,107
906,19:03:48,102
907,19:03:53,98
908,19:03:58,96
909,19:04:03,96
910,19:04:08,97
911,19:04:13,95
912,19:04:18,93
913,19:04:23,89
914,19:04:28,86
915,19:04:33,85
916,19:04:38,84
917,19:04:43,84
918,19:04:53,85
919,19:04:58,86
920,19:05:03,87
921,19:05:13,85
922,19:05:23,84
923,19:05:28,84
924,19:05:33,87
925,19:05:38,89
926,19:05:43,88
927,19:05:48,83
928,19:06:03,82
929,19:06:08,84
930,19:06:18,82
931,19:06:28,82
932,19:06:33,83
933,19:06:38,82
934,19:06:43,78
935,19:06:48,77
936,19:06:53,83
937,19:06:58,85
938,19:07:03,82
939,19:07:08,81
940,19:07:13,80
941,19:07:18,81
942,19:07:28,80
943,19:07:43,80
944,19:07:48,79
945,19:07:53,78
946,19:08:08,79
947,19:08:23,79
948,19:08:38,79
949,19:08:43,80
950,19:08:53,79
951,19:09:08,79
952,19:09:13,78
953,19:09:18,80
954,19:09:23,81
955,19:09:28,82
956,19:09:33,85
957,19:09:38,87
958,19:09:43,87
959,19:09:48,90
960,19:09:53,91
961,19:09:58,90
962,19:10:03,91
963,19:10:13,90
964,19:10:18,89
965,19:10:23,88
966,19:10:33,90
967,19:10:38,89
968,19:10:43,87
969,19:10:48,86
970,19:10:58,85
971,19:11:03,85
972,19:11:18,84
973,19:11:23,85
974,19:11:38,84
975,19:11:43,82
976,19:11:48,81
977,19:11:53,80
978,19:11:58,79
979,19:12:03,78
980,19:12:08,77
981,19:12:23,77
982,19:12:28,80
983,19:12:33,83
984,19:12:38,82
985,19:12:43,79
986,19:12:48,76
987,19:12:53,71
988,19:12:58,72
989,19:13:03,73
990,19:13:18,73
991,19:13:23,72
992,19:13:38,73
993,19:13:43,74
994,19:13:53,76
995,19:13:58,76
996,19:14:13,77
997,19:14:23,78
998,19:14:28,79
999,19:14:33,80
1000,19:14:38,81
1001,19:14:43,82
1002,19:14:53,81
1003,19:14:58,76
1004,19:15:08,77
1005,19:15:13,78
1006,19:15:23,79
1007,19:15:26,76
1008,19:15:28,78
1009,19:15:31,73
1010,19:15:36,72
1011,19:15:41,72
1012,19:15:46,73
1013,19:15:58,75
1014,19:16:03,76
1015,19:16:08,77
1016,19:16:18,78
1017,19:16:33,79
1018,19:16:38,78
1019,19:16:48,77
1020,19:16:53,78
1021,19:16:58,79
1022,19:17:13,79
1023,19:17:18,80
1024,19:17:23,81
1025,19:17:28,82
1026,19:17:38,83
1027,19:17:43,84
1028,19:17:53,85
1029,19:18:03,82
1030,19:18:08,80
1031,19:18:18,82
1032,19:18:28,81
1033,19:18:33,82
1034,19:18:38,83
1035,19:18:48,82
1036,19:18:58,83
1037,19:19:08,81
1038,19:19:23,82
1039,19:19:28,83
1040,19:19:33,83
1041,19:19:43,84
1042,19:19:48,85
1043,19:19:53,88
1044,19:19:58,92
1045,19:20:03,96
1046,19:20:08,100
1047,19:20:13,102
1048,19:20:18,105
1049,19:20:23,107
1050,19:20:33,109
1051,19:20:38,113
1052,19:20:43,114
1053,19:20:48,111
1054,19:20:53,112
1055,19:20:58,113
1056,19:21:08,110
1057,19:21:13,106
1058,19:21:18,105
1059,19:21:23,102
1060,19:21:33,102
1061,19:21:38,103
1062,19:21:43,104
1063,19:21:48,107
1064,19:21:53,109
1065,19:21:58,110
1066,19:22:03,109
1067,19:22:08,109
1068,19:22:13,111
1069,19:22:23,112
1070,19:22:33,109
1071,19:22:38,114
1072,19:22:43,111
1073,19:22:48,110
1074,19:22:53,108
1075,19:22:58,106
1076,19:23:03,107
1077,19:23:08,105
1078,19:23:13,101
1079,19:23:18,97
1080,19:23:23,94
1081,19:23:28,91
1082,19:23:33,90
1083,19:23:38,92
1084,19:23:43,93
1085,19:23:48,95
1086,19:23:53,104
1087,19:23:58,105
1088,19:24:03,104
1089,19:24:08,105
1090,19:24:13,104
1091,19:24:18,99
1092,19:24:23,95
1093,19:24:28,91
1094,19:24:33,89
1095,19:24:38,87
1096,19:24:43,89
1097,19:24:48,91
1098,19:24:58,86
1099,19:25:03,85
1100,19:25:18,86
1101,19:25:23,84
1102,19:25:38,83
1103,19:25:43,84
1104,19:25:48,86
1105,19:25:58,85
1106,19:26:03,83
1107,19:26:08,82
1108,19:26:13,83
1109,19:26:23,82
1110,19:26:28,81
1111,19:26:33,80
1112,19:26:43,79
1113,19:26:48,78
1114,19:27:03,79
1115,19:27:08,81
1116,19:27:13,82
1117,19:27:18,83
1118,19:27:23,84
1119,19:27:33,85
1120,19:27:38,86
1121,19:27:48,85
1122,19:27:53,83
1123,19:27:58,82
1124,19:28:03,81
1125,19:28:13,80
1126,19:28:28,81
1127,19:28:33,82
1128,19:28:38,83
1129,19:28:43,85
1130,19:28:48,86
1131,19:28:53,87
1132,19:29:08,87
1133,19:29:23,86
1134,19:29:33,87
1135,19:29:48,87
1136,19:29:53,86
1137,19:29:58,85
1138,19:30:03,83
1139,19:30:13,84
1140,19:30:18,83
1141,19:30:28,84
1142,19:30:38,85
1143,19:30:48,84
1144,19:30:58,83
1145,19:31:02,83
1146,19:31:12,82
1147,19:31:27,82
1148,19:31:37,83
1149,19:31:42,83
1150,19:31:52,82
1151,19:31:57,81
1152,19:32:02,82
1153,19:32:12,83
1154,19:32:22,84
1155,19:32:27,85
1156,19:32:32,86
1157,19:32:42,88
1158,19:32:47,86
1159,19:33:02,85
1160,19:33:07,86
1161,19:33:12,85
1162,19:33:27,85
1163,19:33:42,85
1164,19:33:47,86
1165,19:33:57,87
1166,19:34:02,86
1167,19:34:17,85
1168,19:34:22,86
1169,19:34:27,87
1170,19:34:32,88
1171,19:34:37,88
1172,19:34:42,89
1173,19:34:47,88
1174,19:34:57,93
1175,19:35:02,94
1176,19:35:07,95
1177,19:35:12,98
1178,19:35:17,101
1179,19:35:22,103
1180,19:35:32,106
1181,19:35:37,106
1182,19:35:42,105
1183,19:35:57,107
1184,19:36:07,104
1185,19:36:12,103
1186,19:36:17,104
1187,19:36:22,103
1188,19:36:32,100
1189,19:36:37,101
1190,19:36:42,103
1191,19:36:47,107
1192,19:36:57,109
1193,19:37:02,110
1194,19:37:07,111
1195,19:37:17,115
1196,19:37:22,114
1197,19:37:27,111
1198,19:37:32,108
1199,19:37:37,101
1200,19:37:42,99
1201,19:37:47,101
1202,19:37:52,100
1203,19:37:57,98
1204,19:38:02,94
1205,19:38:07,93
1206,19:38:12,92
1207,19:38:17,91
1208,19:38:22,89
1209,19:38:27,88
1210,19:38:32,87
1211,19:38:42,88
1212,19:38:52,89
1213,19:38:57,90
1214,19:39:02,90
1215,19:39:07,93
1216,19:39:12,94
1217,19:39:17,93
1218,19:39:22,94
1219,19:39:27,95
1220,19:39:32,98
1221,19:39:37,100
1222,19:39:42,99
1223,19:39:47,99
1224,19:39:52,96
1225,19:39:57,89
1226,19:40:02,88
1227,19:40:17,84
1228,19:40:22,76
1229,19:40:27,72
1230,19:40:37,72
1231,19:40:52,71
1232,19:41:07,72
1233,19:41:12,73
1234,19:41:17,74
1235,19:41:22,75
1236,19:41:27,76
1237,19:41:32,78
1238,19:41:37,79
1239,19:41:42,78
1240,19:41:47,83
1241,19:41:52,89
1242,19:41:57,89
1243,19:42:02,88
1244,19:42:07,89
1245,19:42:12,87
1246,19:42:17,82
1247,19:42:22,81
1248,19:42:32,80
1249,19:42:42,81
1250,19:42:52,80
1251,19:43:07,81
1252,19:43:22,81
1253,19:43:27,82
1254,19:43:37,84
1255,19:43:52,77
1256,19:43:57,73
1257,19:44:02,70
1258,19:44:07,69
1259,19:44:12,71
1260,19:44:17,72
1261,19:44:32,70
1262,19:44:42,71
1263,19:44:57,72
1264,19:45:02,71
1265,19:45:12,72
1266,19:45:22,70
1267,19:45:27,67
1268,19:45:32,66
1269,19:45:37,65
1270,19:45:42,66
1271,19:45:47,69
1272,19:45:52,70
1273,19:45:57,73
1274,19:46:02,72
1275,19:46:08,72
1276,19:46:13,74
1277,19:46:18,76
1278,19:46:28,75
1279,19:46:43,75
1280,19:46:53,73
1281,19:47:03,73
1282,19:47:13,74
1283,19:47:18,75
1284,19:47:23,76
1285,19:47:28,77
1286,19:47:33,78
1287,19:47:48,79
1288,19:47:58,79
1289,19:48:03,78
1290,19:48:08,77
1291,19:48:23,76
1292,19:48:38,76
1293,19:48:53,77
1294,19:48:58,78
1295,19:49:03,78
1296,19:49:13,79
1297,19:49:18,80
1298,19:49:28,82
1299,19:49:43,82
1300,19:49:48,83
1301,19:49:53,82
1302,19:49:58,81
1303,19:50:08,82
1304,19:50:13,81
1305,19:50:23,79
1306,19:50:33,78
1307,19:50:38,79
1308,19:50:43,80
1309,19:50:48,81
1310,19:50:58,82
1311,19:51:03,80
1312,19:51:08,79
1313,19:51:13,80
1314,19:51:18,81
1315,19:51:23,80
1316,19:51:38,80
1317,19:51:53,81
1318,19:52:08,81
1319,19:52:13,82
1320,19:52:18,85
1321,19:52:23,86
1322,19:52:38,87
1323,19:52:48,88
1324,19:52:53,89
1325,19:52:58,87
1326,19:53:03,86
1327,19:53:13,84
1328,19:53:28,84
1329,19:53:33,83
1330,19:53:43,82
1331,19:53:53,81
1332,19:53:58,78
1333,19:54:03,77
1334,19:54:18,78
1335,19:54:23,79
1336,19:54:28,80
1337,19:54:33,81
1338,19:54:48,82
1339,19:54:53,81
1340,19:54:58,80
1341,19:55:13,81
1342,19:55:18,82
1343,19:55:23,81
1344,19:55:33,80
1345,19:55:43,81
1346,19:55:48,82
1347,19:56:03,82
1348,19:56:18,83
1349,19:56:33,85
1350,19:56:38,87
1351,19:56:43,88
1352,19:56:53,90
1353,19:56:58,89
1354,19:57:03,87
1355,19:57:08,86
1356,19:57:13,86
1357,19:57:28,87
1358,19:57:33,89
1359,19:57:38,83
1360,19:57:43,80
1361,19:57:48,81
